Train_No,Start_Time,End_Time,Total_Distance,Journey_Duration_Hours,Route_Category
97343,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97344,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97345,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97346,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97347,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97348,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97349,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97350,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97351,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97352,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97353,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97354,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97355,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97356,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97357,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97358,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97359,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97360,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97361,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97362,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97363,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97364,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97365,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97366,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97367,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97368,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97369,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97370,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97371,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97372,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97373,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97374,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97375,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97376,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97377,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97378,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97379,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97380,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97381,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97382,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97383,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97384,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97385,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97386,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97387,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97388,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97389,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97390,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97391,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97392,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97393,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97394,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97395,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97396,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97397,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97398,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97399,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97400,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97401,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97402,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97403,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97404,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97405,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97406,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97407,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97408,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97409,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97410,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97411,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97412,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97413,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97414,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97415,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97416,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97417,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97418,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97419,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97420,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97421,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97422,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97423,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97424,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97425,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97426,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97427,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97428,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97429,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97430,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97431,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97432,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97433,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97434,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97435,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97436,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97437,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97438,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97439,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97440,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97441,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97442,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
97444,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97445,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97446,1900-01-01 00:00:00,1900-01-01 00:00:00,33,0.0,Short
97501,1900-01-01 00:00:00,1900-01-01 00:00:00,19,0.0,Short
97502,1900-01-01 00:00:00,1900-01-01 00:00:00,19,0.0,Short
97503,1900-01-01 00:00:00,1900-01-01 00:00:00,19,0.0,Short
97504,1900-01-01 00:00:00,1900-01-01 00:00:00,19,0.0,Short
97601,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97602,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97603,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97604,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97605,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97606,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97607,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97608,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97609,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97610,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97611,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97612,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97613,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97614,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97615,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97616,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97617,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97618,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97619,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97620,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97621,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97622,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97623,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97624,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97625,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97626,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97627,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97628,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97629,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97630,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97631,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97632,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97633,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97634,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97635,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97636,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97637,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97638,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97639,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97640,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97641,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97642,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97643,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97644,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97645,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97646,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97647,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97648,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97649,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97651,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97653,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
97655,1900-01-01 00:00:00,1900-01-01 00:00:00,15,0.0,Short
98000,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98001,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98002,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98003,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98004,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98005,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98006,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98007,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98008,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98009,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98010,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98011,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98012,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98013,1900-01-01 00:00:00,1900-01-01 00:00:00,20,0.0,Short
98014,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98015,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98016,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98017,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98018,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98019,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98020,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98021,1900-01-01 00:00:00,1900-01-01 00:00:00,20,0.0,Short
98022,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98023,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98024,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98025,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98026,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98027,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98028,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98029,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98030,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98031,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98032,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98033,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98034,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98035,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98036,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98037,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98038,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98039,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98040,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98041,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98042,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98043,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98044,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98045,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98046,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98047,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98048,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98049,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98050,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98051,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98052,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98053,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98054,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98055,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98056,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98057,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98058,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98059,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98060,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98061,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98062,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98063,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98064,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98065,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98066,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98067,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98068,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98069,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98070,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98071,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98072,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98073,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98074,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98075,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98076,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98077,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98078,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98079,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98080,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98081,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98082,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98083,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98084,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98085,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98087,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98088,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98089,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98090,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98091,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98092,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98093,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98094,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98095,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98096,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98097,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98098,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98099,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98100,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98101,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98102,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98103,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98104,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98105,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98106,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98107,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98108,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98109,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98110,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98111,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98112,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98113,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98114,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98115,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98116,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98117,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98118,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98119,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98120,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98121,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98122,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98123,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98124,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98125,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98126,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98127,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98128,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98129,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98130,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98131,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98132,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98133,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98134,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98135,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98136,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98137,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98138,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98139,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98140,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98141,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98142,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98143,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98144,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98145,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98146,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98147,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98148,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98149,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98150,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98151,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98152,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98153,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98154,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98155,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98156,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98157,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98158,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98159,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98160,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98161,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98162,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98163,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98164,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98165,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98166,1900-01-01 00:00:00,1900-01-01 00:00:00,20,0.0,Short
98167,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98168,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98169,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98170,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98171,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98172,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98173,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98174,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98175,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98176,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98177,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98178,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98179,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98180,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98181,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98182,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98183,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98184,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98185,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98186,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98187,1900-01-01 00:00:00,1900-01-01 00:00:00,39,0.0,Short
98188,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98189,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98190,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98191,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98192,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98193,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98194,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98195,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98196,1900-01-01 00:00:00,1900-01-01 00:00:00,10,0.0,Short
98197,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98198,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98199,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98200,1900-01-01 00:00:00,1900-01-01 00:00:00,20,0.0,Short
98201,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98202,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98203,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98204,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98205,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98207,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
98208,1900-01-01 00:00:00,1900-01-01 00:00:00,10,0.0,Short
98209,1900-01-01 00:00:00,1900-01-01 00:00:00,49,0.0,Short
