Train_No,Source_Station,Destination_Station,Total_Stops,Total_Distance
90540,VIRAR,CHURCHGATE,2,60
90981,CHURCHGATE,VIRAR,2,59
91392,RAVLI JN,CST-MUMBAI,2,10
91393,CST-MUMBAI,RAVLI JN,2,10
91394,RAVLI JN,CST-MUMBAI,2,10
91395,CST-MUMBAI,RAVLI JN,2,10
91396,RAVLI JN,CST-MUMBAI,2,10
91491,CST-MUMBAI,RAVLI JN,2,10
93001,VIRAR,DAHANU ROAD,2,63
93002,DAHANU ROAD,ANDHERI,2,101
93003,VIRAR,DAHANU ROAD,2,63
93004,DAHANU ROAD,VIRAR,2,63
93005,CHURCHGATE,DAHANU ROAD,2,123
93006,DAHANU ROAD,CHURCHGATE,2,123
93007,CHURCHGATE,DAHANU ROAD,2,123
93008,DAHANU ROAD,BORIVLI,2,89
93009,ANDHERI,DAHANU ROAD,2,101
93010,DAHANU ROAD,VIRAR,2,63
93011,VIRAR,DAHANU ROAD,2,63
93012,DAHANU ROAD,VIRAR,2,63
93013,BORIVLI,DAHANU ROAD,2,89
93014,DAHANU ROAD,VIRAR,2,63
93015,CHURCHGATE,DAHANU ROAD,2,123
93016,DAHANU ROAD,CHURCHGATE,2,123
93017,VIRAR,DAHANU ROAD,2,63
93018,DAHANU ROAD,VIRAR,2,63
93019,VIRAR,DAHANU ROAD,2,63
93020,DAHANU ROAD,DADAR,2,113
93021,VIRAR,DAHANU ROAD,2,63
93022,DAHANU ROAD,DADAR,2,113
93023,VIRAR,DAHANU ROAD,2,63
93024,DAHANU ROAD,VIRAR,2,63
93025,CHURCHGATE,DAHANU ROAD,2,123
93026,DAHANU ROAD,CHURCHGATE,2,123
93027,DADAR,DAHANU ROAD,2,113
93028,DAHANU ROAD,CHURCHGATE,2,123
93029,DADAR,DAHANU ROAD,2,113
93030,DAHANU ROAD,CHURCHGATE,2,123
93031,VIRAR,DAHANU ROAD,8,63
93032,DAHANU ROAD,VIRAR,2,63
93033,CHURCHGATE,DAHANU ROAD,2,123
93034,DAHANU ROAD,VIRAR,9,63
93101,VIRAR,DAHANU ROAD,9,63
93102,DAHANU ROAD,VIRAR,9,63
93103,CHURCHGATE,DAHANU ROAD,17,123
93104,DAHANU ROAD,VIRAR,9,63
93105,VIRAR,DAHANU ROAD,9,63
93109,VIRAR,DAHANU ROAD,9,63
95001,KALYAN JN,PALASDARI,10,49
95002,PALASDARI,KALYAN JN,8,49
95003,KALYAN JN,PALASDARI,10,49
95004,PALASDARI,KALYAN JN,8,49
95005,KALYAN JN,PALASDARI,10,49
95006,PALASDARI,KALYAN JN,8,49
95007,KALYAN JN,PALASDARI,10,49
95008,PALASDARI,KALYAN JN,8,49
95009,KALYAN JN,PALASDARI,10,49
95010,PALASDARI,KALYAN JN,8,49
95011,KALYAN JN,PALASDARI,10,49
95012,PALASDARI,KALYAN JN,8,49
95013,KALYAN JN,PALASDARI,8,49
95101,KALYAN JN,KARJAT,9,46
95102,KARJAT,KALYAN JN,7,46
95103,KALYAN JN,KARJAT,9,46
95104,KARJAT,KALYAN JN,7,46
95105,KALYAN JN,KARJAT,9,46
95106,KARJAT,KALYAN JN,7,46
95107,KALYAN JN,KARJAT,9,46
95108,KARJAT,KALYAN JN,7,46
95109,KALYAN JN,KARJAT,9,46
95110,KARJAT,KALYAN JN,7,46
95111,KALYAN JN,KARJAT,9,46
95112,KARJAT,KALYAN JN,7,46
95113,KALYAN JN,KARJAT,9,46
95114,KARJAT,KALYAN JN,7,46
95115,KALYAN JN,KARJAT,9,46
95116,KARJAT,KALYAN JN,7,46
95117,KALYAN JN,KARJAT,9,46
95118,KARJAT,KALYAN JN,7,46
95119,KALYAN JN,KARJAT,9,46
95120,KARJAT,KALYAN JN,7,46
95121,KALYAN JN,KARJAT,9,46
95122,KARJAT,KALYAN JN,7,46
95123,KALYAN JN,KARJAT,9,46
95124,KARJAT,KALYAN JN,7,46
95125,KALYAN JN,KARJAT,9,46
95126,KARJAT,KALYAN JN,7,46
95127,KALYAN JN,KARJAT,9,46
95128,KARJAT,KALYAN JN,7,46
95129,KALYAN JN,KARJAT,9,46
95130,KARJAT,KALYAN JN,7,46
95131,KALYAN JN,KARJAT,9,46
95132,KARJAT,KALYAN JN,7,46
95134,KARJAT,KALYAN JN,7,46
95136,KARJAT,KALYAN JN,7,46
95138,KARJAT,KALYAN JN,7,46
95140,KARJAT,KALYAN JN,7,46
95142,KARJAT,KALYAN JN,7,46
95144,KARJAT,KALYAN JN,7,46
95201,KALYAN JN,BADLAPUR,5,14
95202,BADLAPUR,KALYAN JN,3,14
95203,KALYAN JN,BADLAPUR,5,14
95204,BADLAPUR,KALYAN JN,3,14
95205,KALYAN JN,BADLAPUR,5,14
95206,BADLAPUR,KALYAN JN,3,14
95207,KALYAN JN,BADLAPUR,5,14
95208,BADLAPUR,KALYAN JN,3,14
95209,KALYAN JN,BADLAPUR,5,14
95210,BADLAPUR,KALYAN JN,3,14
95211,KALYAN JN,BADLAPUR,5,14
95212,BADLAPUR,KALYAN JN,3,14
95213,KALYAN JN,BADLAPUR,5,14
95214,BADLAPUR,KALYAN JN,3,14
95215,KALYAN JN,BADLAPUR,5,14
95216,BADLAPUR,KALYAN JN,3,14
95217,KALYAN JN,BADLAPUR,5,14
95218,BADLAPUR,KALYAN JN,3,14
95219,KALYAN JN,BADLAPUR,5,14
95220,BADLAPUR,KALYAN JN,3,14
95221,KALYAN JN,BADLAPUR,5,14
95222,BADLAPUR,KALYAN JN,3,14
95223,KALYAN JN,BADLAPUR,5,14
95224,BADLAPUR,KALYAN JN,3,14
95225,KALYAN JN,BADLAPUR,5,14
95226,BADLAPUR,KALYAN JN,3,14
95227,KALYAN JN,BADLAPUR,5,14
95228,BADLAPUR,KALYAN JN,3,14
95229,KALYAN JN,BADLAPUR,5,14
95230,BADLAPUR,KALYAN JN,3,14
95231,KALYAN JN,BADLAPUR,5,14
95232,BADLAPUR,KALYAN JN,3,14
95233,KALYAN JN,BADLAPUR,5,14
95234,BADLAPUR,KALYAN JN,3,14
95235,KALYAN JN,BADLAPUR,5,14
95236,BADLAPUR,KALYAN JN,3,14
95237,KALYAN JN,BADLAPUR,5,14
95239,KALYAN JN,BADLAPUR,5,14
95241,KALYAN JN,BADLAPUR,5,14
95301,KALYAN JN,AMBERNATH,4,6
95302,AMBERNATH,KALYAN JN,2,6
95303,KALYAN JN,AMBERNATH,4,6
95304,AMBERNATH,KALYAN JN,2,6
95305,KALYAN JN,AMBERNATH,4,6
95306,AMBERNATH,KALYAN JN,2,6
95307,KALYAN JN,AMBERNATH,4,6
95308,AMBERNATH,KALYAN JN,2,6
95309,KALYAN JN,AMBERNATH,4,6
95310,AMBERNATH,KALYAN JN,2,6
95311,KALYAN JN,AMBERNATH,4,6
95312,AMBERNATH,KALYAN JN,2,6
95313,KALYAN JN,AMBERNATH,4,6
95314,AMBERNATH,KALYAN JN,2,6
95315,KALYAN JN,AMBERNATH,4,6
95316,AMBERNATH,KALYAN JN,2,6
95317,KALYAN JN,AMBERNATH,4,6
95318,AMBERNATH,KALYAN JN,2,6
95319,KALYAN JN,AMBERNATH,4,6
95320,AMBERNATH,KALYAN JN,2,6
95321,KALYAN JN,AMBERNATH,4,6
95322,AMBERNATH,KALYAN JN,2,6
95323,KALYAN JN,AMBERNATH,4,6
95324,AMBERNATH,KALYAN JN,2,6
95325,KALYAN JN,AMBERNATH,4,6
95326,AMBERNATH,KALYAN JN,2,6
95327,KALYAN JN,AMBERNATH,4,6
95328,AMBERNATH,KALYAN JN,2,6
95329,KALYAN JN,AMBERNATH,4,6
95330,AMBERNATH,KALYAN JN,2,6
95331,KALYAN JN,AMBERNATH,4,6
95332,AMBERNATH,KALYAN JN,2,6
95334,AMBERNATH,KALYAN JN,2,6
95336,AMBERNATH,KALYAN JN,2,6
95338,AMBERNATH,KALYAN JN,2,6
95340,AMBERNATH,KALYAN JN,2,6
95342,AMBERNATH,KALYAN JN,2,6
95401,KALYAN JN,KASARA,12,67
95402,KASARA,KALYAN JN,10,67
95403,KALYAN JN,KASARA,12,67
95404,KASARA,KALYAN JN,10,67
95405,KALYAN JN,KASARA,12,67
95406,KASARA,KALYAN JN,10,67
95407,KALYAN JN,KASARA,12,67
95408,KASARA,KALYAN JN,10,67
95409,KALYAN JN,KASARA,12,67
95410,KASARA,KALYAN JN,10,67
95411,KALYAN JN,KASARA,12,67
95412,KASARA,KALYAN JN,10,67
95413,KALYAN JN,KASARA,12,67
95414,KASARA,KALYAN JN,10,67
95415,KALYAN JN,KASARA,12,67
95416,KASARA,KALYAN JN,10,67
95417,KALYAN JN,KASARA,12,67
95418,KASARA,KALYAN JN,10,67
95419,KALYAN JN,KASARA,12,67
95420,KASARA,KALYAN JN,10,67
95421,KALYAN JN,KASARA,12,67
95422,KASARA,KALYAN JN,10,67
95423,KALYAN JN,KASARA,12,67
95424,KASARA,KALYAN JN,10,67
95425,KALYAN JN,KASARA,12,67
95426,KASARA,KALYAN JN,10,67
95428,KASARA,KALYAN JN,10,67
95430,KASARA,KALYAN JN,10,67
95501,KALYAN JN,ASANGAON,7,32
95502,ASANGAON,KALYAN JN,5,32
95503,KALYAN JN,ASANGAON,7,32
95504,ASANGAON,KALYAN JN,5,32
95505,KALYAN JN,ASANGAON,7,32
95506,ASANGAON,KALYAN JN,5,32
95507,KALYAN JN,ASANGAON,7,32
95508,ASANGAON,KALYAN JN,5,32
95509,KALYAN JN,ASANGAON,7,32
95510,ASANGAON,KALYAN JN,5,32
95511,KALYAN JN,ASANGAON,7,32
95512,ASANGAON,KALYAN JN,5,32
95513,KALYAN JN,ASANGAON,7,32
95514,ASANGAON,KALYAN JN,5,32
95515,KALYAN JN,ASANGAON,7,32
95516,ASANGAON,KALYAN JN,5,32
95517,KALYAN JN,ASANGAON,7,32
95601,KALYAN JN,TITVALA,4,10
95602,TITVALA,KALYAN JN,2,10
95603,KALYAN JN,TITVALA,4,10
95604,TITVALA,KALYAN JN,2,10
95605,KALYAN JN,TITVALA,4,10
95606,TITVALA,KALYAN JN,2,10
95607,KALYAN JN,TITVALA,4,10
95608,TITVALA,KALYAN JN,2,10
95609,KALYAN JN,TITVALA,4,10
95610,TITVALA,KALYAN JN,2,10
95611,KALYAN JN,TITVALA,4,10
95612,TITVALA,KALYAN JN,2,10
95613,KALYAN JN,TITVALA,4,10
95614,TITVALA,KALYAN JN,2,10
95615,KALYAN JN,TITVALA,4,10
95616,TITVALA,KALYAN JN,2,10
95617,KALYAN JN,TITVALA,4,10
95619,KALYAN JN,TITVALA,4,10
95701,CST-MUMBAI,KALYAN JN,7,53
95702,KALYAN JN,CST-MUMBAI,17,53
95703,CST-MUMBAI,KALYAN JN,9,53
95704,KALYAN JN,CST-MUMBAI,9,53
95705,CST-MUMBAI,KALYAN JN,9,53
95706,KALYAN JN,DADAR,12,44
95707,CST-MUMBAI,KALYAN JN,16,53
95708,KALYAN JN,CST-MUMBAI,13,53
95709,CST-MUMBAI,KALYAN JN,16,53
95710,KALYAN JN,CST-MUMBAI,14,53
95711,CST-MUMBAI,KALYAN JN,17,53
95712,KALYAN JN,CST-MUMBAI,9,53
95713,DADAR,KALYAN JN,6,44
95714,KALYAN JN,CST-MUMBAI,14,53
95715,CST-MUMBAI,KALYAN JN,14,53
95716,KALYAN JN,CST-MUMBAI,13,53
95717,CST-MUMBAI,KALYAN JN,8,53
95718,KALYAN JN,CST-MUMBAI,14,53
95719,CST-MUMBAI,KALYAN JN,8,53
95720,KALYAN JN,CST-MUMBAI,14,53
95721,CST-MUMBAI,KALYAN JN,19,53
95722,KALYAN JN,DADAR,6,44
95723,DADAR,KALYAN JN,7,44
95724,KALYAN JN,CST-MUMBAI,8,53
95725,DADAR,KALYAN JN,7,44
95726,KALYAN JN,CST-MUMBAI,8,53
95727,CST-MUMBAI,KALYAN JN,14,53
95728,KALYAN JN,CST-MUMBAI,14,53
95729,DADAR,KALYAN JN,12,44
95730,KALYAN JN,DADAR,6,44
95731,CST-MUMBAI,KALYAN JN,13,53
95732,KALYAN JN,CST-MUMBAI,13,53
95733,CST-MUMBAI,KALYAN JN,14,53
95734,KALYAN JN,DADAR,6,44
95735,DADAR,KALYAN JN,12,44
95736,KALYAN JN,CST-MUMBAI,13,53
95737,CST-MUMBAI,KALYAN JN,14,53
95738,KALYAN JN,CST-MUMBAI,14,53
95739,CST-MUMBAI,KALYAN JN,9,53
95740,KALYAN JN,CST-MUMBAI,2,53
95741,CST-MUMBAI,KALYAN JN,14,53
95742,KALYAN JN,CST-MUMBAI,14,53
95743,CST-MUMBAI,KALYAN JN,17,53
95744,KALYAN JN,CST-MUMBAI,8,53
95745,CST-MUMBAI,KALYAN JN,9,53
95746,KALYAN JN,CST-MUMBAI,9,53
95801,CST-MUMBAI,DOMBIVLI,11,48
95802,DOMBIVLI,CST-MUMBAI,12,48
95804,DOMBIVLI,CST-MUMBAI,11,48
95805,CST-MUMBAI,DOMBIVLI,14,48
95808,DOMBIVLI,CST-MUMBAI,11,48
95901,CST-MUMBAI,THANE,6,33
95902,THANE,CST-MUMBAI,7,33
95903,CST-MUMBAI,THANE,7,33
95904,THANE,CST-MUMBAI,7,33
95905,CST-MUMBAI,THANE,5,33
95906,THANE,CST-MUMBAI,7,33
95907,CST-MUMBAI,THANE,6,33
95908,THANE,CST-MUMBAI,7,33
95909,CST-MUMBAI,THANE,6,33
95910,THANE,CST-MUMBAI,7,33
95911,CST-MUMBAI,THANE,6,33
95912,THANE,CST-MUMBAI,7,33
95913,CST-MUMBAI,THANE,10,33
95917,CST-MUMBAI,THANE,6,33
95919,CST-MUMBAI,THANE,9,33
96001,KARJAT,PALASDARI,2,2
96002,PALASDARI,KARJAT,2,2
96003,KALYAN JN,PALASDARI,10,49
96004,PALASDARI,KARJAT,2,2
96005,KARJAT,PALASDARI,2,2
96006,PALASDARI,KARJAT,2,2
96007,KARJAT,PALASDARI,2,2
96008,PALASDARI,KARJAT,2,2
96009,KARJAT,PALASDARI,2,2
96010,PALASDARI,KARJAT,2,2
96011,KARJAT,PALASDARI,2,2
96012,PALASDARI,KARJAT,2,2
96013,KARJAT,PALASDARI,2,2
96014,PALASDARI,KARJAT,2,2
96015,KARJAT,PALASDARI,2,2
96016,PALASDARI,KARJAT,2,2
96017,KARJAT,PALASDARI,2,2
96018,PALASDARI,KARJAT,2,2
96019,KALYAN JN,PALASDARI,10,49
96020,PALASDARI,KALYAN JN,8,49
96022,PALASDARI,KARJAT,2,2
96101,KALYAN JN,KARJAT,9,46
96102,KARJAT,KALYAN JN,7,46
96103,KALYAN JN,KARJAT,9,46
96104,KARJAT,KALYAN JN,7,46
96105,KALYAN JN,KARJAT,9,46
96106,KARJAT,KALYAN JN,7,46
96107,KALYAN JN,KARJAT,9,46
96108,KARJAT,KALYAN JN,7,46
96109,KALYAN JN,KARJAT,9,46
96110,KARJAT,KALYAN JN,7,46
96111,KALYAN JN,KARJAT,9,46
96112,KARJAT,KALYAN JN,7,46
96113,KALYAN JN,KARJAT,9,46
96114,KARJAT,CST-MUMBAI,30,99
96115,KALYAN JN,KARJAT,9,46
96116,KARJAT,CST-MUMBAI,30,99
96117,KALYAN JN,KARJAT,9,46
96119,KALYAN JN,KARJAT,9,46
96121,KALYAN JN,KARJAT,9,46
96201,KALYAN JN,BADLAPUR,5,14
96202,BADLAPUR,KALYAN JN,3,14
96203,KALYAN JN,BADLAPUR,5,14
96204,BADLAPUR,KALYAN JN,3,14
96205,KALYAN JN,BADLAPUR,5,14
96206,BADLAPUR,KALYAN JN,3,14
96207,KALYAN JN,BADLAPUR,5,14
96208,BADLAPUR,KALYAN JN,3,14
96209,KALYAN JN,BADLAPUR,5,14
96210,BADLAPUR,KALYAN JN,3,14
96211,KALYAN JN,BADLAPUR,5,14
96212,BADLAPUR,KALYAN JN,3,14
96213,KALYAN JN,BADLAPUR,5,14
96214,BADLAPUR,KALYAN JN,3,14
96215,KALYAN JN,BADLAPUR,5,14
96216,BADLAPUR,KALYAN JN,3,14
96217,KALYAN JN,BADLAPUR,5,14
96218,BADLAPUR,KALYAN JN,3,14
96219,KALYAN JN,BADLAPUR,5,14
96220,BADLAPUR,KALYAN JN,3,14
96221,KALYAN JN,BADLAPUR,5,14
96222,BADLAPUR,KALYAN JN,3,14
96223,KALYAN JN,BADLAPUR,5,14
96224,BADLAPUR,KALYAN JN,3,14
96225,KALYAN JN,BADLAPUR,5,14
96226,BADLAPUR,KALYAN JN,3,14
96227,KALYAN JN,BADLAPUR,5,14
96228,BADLAPUR,KALYAN JN,3,14
96232,BADLAPUR,KALYAN JN,3,14
96234,BADLAPUR,KALYAN JN,3,14
96236,BADLAPUR,CST-MUMBAI,26,67
96301,KALYAN JN,AMBERNATH,4,6
96302,AMBERNATH,KALYAN JN,2,6
96303,KALYAN JN,AMBERNATH,4,6
96304,AMBERNATH,KALYAN JN,2,6
96305,KALYAN JN,AMBERNATH,4,6
96306,AMBERNATH,KALYAN JN,2,6
96307,KALYAN JN,AMBERNATH,4,6
96308,AMBERNATH,KALYAN JN,2,6
96309,KALYAN JN,AMBERNATH,4,6
96310,AMBERNATH,KALYAN JN,2,6
96311,KALYAN JN,AMBERNATH,4,6
96312,AMBERNATH,KALYAN JN,2,6
96313,KALYAN JN,AMBERNATH,4,6
96314,AMBERNATH,KALYAN JN,2,6
96315,KALYAN JN,AMBERNATH,4,6
96316,AMBERNATH,KALYAN JN,2,6
96317,KALYAN JN,AMBERNATH,4,6
96318,AMBERNATH,KALYAN JN,2,6
96319,KALYAN JN,AMBERNATH,4,6
96320,AMBERNATH,KALYAN JN,2,6
96321,KALYAN JN,AMBERNATH,4,6
96322,AMBERNATH,KALYAN JN,2,6
96323,KALYAN JN,AMBERNATH,4,6
96324,AMBERNATH,KALYAN JN,2,6
96325,KALYAN JN,AMBERNATH,4,6
96326,AMBERNATH,KALYAN JN,2,6
96327,KALYAN JN,AMBERNATH,4,6
96328,AMBERNATH,KALYAN JN,2,6
96329,KALYAN JN,AMBERNATH,4,6
96330,AMBERNATH,KALYAN JN,2,6
96331,KALYAN JN,AMBERNATH,4,6
96332,AMBERNATH,KALYAN JN,2,6
96333,KALYAN JN,AMBERNATH,4,6
96334,AMBERNATH,KALYAN JN,2,6
96335,KALYAN JN,AMBERNATH,4,6
96336,AMBERNATH,CST-MUMBAI,25,59
96337,KALYAN JN,AMBERNATH,4,6
96339,KALYAN JN,AMBERNATH,4,6
96341,KALYAN JN,AMBERNATH,4,6
96343,KALYAN JN,AMBERNATH,4,6
96345,KALYAN JN,AMBERNATH,4,6
96401,KALYAN JN,KASARA,12,67
96402,KASARA,KALYAN JN,10,67
96403,KALYAN JN,KASARA,12,67
96404,KASARA,KALYAN JN,10,67
96405,KALYAN JN,KASARA,12,67
96406,KASARA,KALYAN JN,10,67
96407,KALYAN JN,KASARA,12,67
96409,KALYAN JN,KASARA,12,67
96501,TITVALA,ASANGAON,4,21
96502,ASANGAON,KALYAN JN,5,32
96503,KALYAN JN,ASANGAON,7,32
96504,ASANGAON,KALYAN JN,5,32
96505,KALYAN JN,ASANGAON,7,32
96506,ASANGAON,KALYAN JN,5,32
96507,KALYAN JN,ASANGAON,7,32
96508,ASANGAON,KALYAN JN,5,32
96509,KALYAN JN,ASANGAON,7,32
96510,ASANGAON,KALYAN JN,5,32
96511,KALYAN JN,ASANGAON,7,32
96512,ASANGAON,KALYAN JN,5,32
96513,KALYAN JN,ASANGAON,7,32
96514,ASANGAON,KALYAN JN,5,32
96515,KALYAN JN,ASANGAON,7,32
96516,ASANGAON,KALYAN JN,5,32
96517,KALYAN JN,ASANGAON,7,32
96518,ASANGAON,KALYAN JN,5,32
96519,KALYAN JN,ASANGAON,7,32
96520,ASANGAON,KALYAN JN,5,32
96521,KALYAN JN,ASANGAON,7,32
96522,ASANGAON,KALYAN JN,5,32
96524,ASANGAON,KALYAN JN,5,32
96601,KALYAN JN,TITVALA,4,10
96602,TITVALA,KALYAN JN,2,10
96603,KALYAN JN,TITVALA,4,10
96604,TITVALA,KALYAN JN,2,10
96605,KALYAN JN,TITVALA,4,10
96606,TITVALA,KALYAN JN,2,10
96607,KALYAN JN,TITVALA,4,10
96608,TITVALA,KALYAN JN,2,10
96609,KALYAN JN,TITVALA,4,10
96610,TITVALA,KALYAN JN,2,10
96611,KALYAN JN,TITVALA,4,10
96612,TITVALA,KALYAN JN,2,10
96613,KALYAN JN,TITVALA,4,10
96614,TITVALA,KALYAN JN,2,10
96615,KALYAN JN,TITVALA,4,10
96616,TITVALA,KALYAN JN,2,10
96617,KALYAN JN,TITVALA,4,10
96618,TITVALA,KALYAN JN,2,10
96619,KALYAN JN,TITVALA,4,10
96620,TITVALA,KALYAN JN,2,10
96621,KALYAN JN,TITVALA,4,10
96622,TITVALA,KALYAN JN,2,10
96623,KALYAN JN,TITVALA,4,10
96624,TITVALA,KALYAN JN,2,10
96625,KALYAN JN,TITVALA,4,10
96626,TITVALA,KALYAN JN,2,10
96627,KALYAN JN,TITVALA,4,10
96628,TITVALA,KALYAN JN,2,10
96629,KALYAN JN,TITVALA,4,10
96630,TITVALA,KALYAN JN,2,10
96631,KALYAN JN,TITVALA,4,10
96632,TITVALA,KALYAN JN,2,10
96633,KALYAN JN,TITVALA,4,10
96634,TITVALA,KALYAN JN,2,10
96635,KALYAN JN,TITVALA,4,10
96636,TITVALA,KALYAN JN,2,10
96637,KALYAN JN,TITVALA,4,10
96638,TITVALA,KALYAN JN,2,10
96639,KALYAN JN,TITVALA,4,10
96640,TITVALA,KALYAN JN,2,10
96641,KALYAN JN,TITVALA,4,10
96642,TITVALA,KALYAN JN,2,10
96643,KALYAN JN,TITVALA,4,10
96644,TITVALA,KALYAN JN,2,10
96645,KALYAN JN,TITVALA,4,10
96646,TITVALA,KALYAN JN,2,10
96647,KALYAN JN,TITVALA,4,10
96648,TITVALA,KALYAN JN,2,10
96649,KALYAN JN,TITVALA,4,10
96650,TITVALA,KALYAN JN,2,10
96651,KALYAN JN,TITVALA,4,10
96652,TITVALA,KALYAN JN,2,10
96653,KALYAN JN,TITVALA,4,10
96654,TITVALA,KALYAN JN,2,10
96655,KALYAN JN,TITVALA,4,10
96656,TITVALA,KALYAN JN,2,10
96657,CST-MUMBAI,TITVALA,27,64
96658,TITVALA,KALYAN JN,2,10
96660,TITVALA,KALYAN JN,2,10
97000,KALYAN JN,CST-MUMBAI,2,53
97001,VIDYAVIHAR,KALYAN JN,14,35
97002,KALYAN JN,CST-MUMBAI,24,53
97003,VIDYAVIHAR,KALYAN JN,14,35
97004,KALYAN JN,CST-MUMBAI,24,53
97005,VIDYAVIHAR,KALYAN JN,14,35
97006,KALYAN JN,CST-MUMBAI,24,53
97007,VIDYAVIHAR,KALYAN JN,14,35
97008,KALYAN JN,CST-MUMBAI,24,53
97009,VIDYAVIHAR,KALYAN JN,14,35
97010,KALYAN JN,CST-MUMBAI,24,53
97011,CST-MUMBAI,KALYAN JN,24,53
97012,KALYAN JN,DADAR,17,44
97013,VIDYAVIHAR,KALYAN JN,13,35
97014,KALYAN JN,CST-MUMBAI,24,53
97015,CST-MUMBAI,KALYAN JN,24,53
97016,KALYAN JN,CST-MUMBAI,24,53
97017,CST-MUMBAI,KALYAN JN,24,53
97018,KALYAN JN,CST-MUMBAI,24,53
97019,CST-MUMBAI,KALYAN JN,24,53
97020,KALYAN JN,CST-MUMBAI,24,53
97021,CST-MUMBAI,KALYAN JN,24,53
97022,KALYAN JN,CST-MUMBAI,24,53
97023,DADAR,KALYAN JN,17,44
97024,KALYAN JN,CST-MUMBAI,24,53
97025,CST-MUMBAI,KALYAN JN,24,53
97026,KALYAN JN,DADAR,17,44
97027,CST-MUMBAI,KALYAN JN,24,53
97028,KALYAN JN,DADAR,17,44
97029,CST-MUMBAI,KALYAN JN,23,53
97030,KALYAN JN,CST-MUMBAI,24,53
97031,CST-MUMBAI,KALYAN JN,24,53
97032,KALYAN JN,CST-MUMBAI,24,53
97033,THANE,KALYAN JN,8,20
97034,KALYAN JN,CST-MUMBAI,24,53
97035,DADAR,KALYAN JN,17,44
97036,KALYAN JN,CST-MUMBAI,24,53
97037,CST-MUMBAI,KALYAN JN,24,53
97038,KALYAN JN,CST-MUMBAI,24,53
97039,CST-MUMBAI,KALYAN JN,24,53
97040,KALYAN JN,CST-MUMBAI,24,53
97041,CST-MUMBAI,KALYAN JN,24,53
97042,KALYAN JN,KURLA,15,37
97043,DADAR,KALYAN JN,17,44
97044,KALYAN JN,CST-MUMBAI,24,53
97045,DADAR,KALYAN JN,17,44
97046,KALYAN JN,THANE,8,20
97047,CST-MUMBAI,KALYAN JN,24,53
97048,KALYAN JN,CST-MUMBAI,24,53
97049,CST-MUMBAI,KALYAN JN,24,53
97050,KALYAN JN,DADAR,17,44
97051,KURLA,KALYAN JN,15,37
97052,KALYAN JN,CST-MUMBAI,24,53
97053,CST-MUMBAI,KALYAN JN,24,53
97054,KALYAN JN,CST-MUMBAI,24,53
97055,CST-MUMBAI,KALYAN JN,24,53
97056,KALYAN JN,THANE,8,20
97057,CST-MUMBAI,KALYAN JN,24,53
97058,KALYAN JN,CST-MUMBAI,24,53
97059,CST-MUMBAI,KALYAN JN,24,53
97060,KALYAN JN,CST-MUMBAI,24,53
97061,CST-MUMBAI,KALYAN JN,24,53
97062,KALYAN JN,CST-MUMBAI,24,53
97063,DADAR,KALYAN JN,17,44
97064,KALYAN JN,KURLA,15,37
97065,CST-MUMBAI,KALYAN JN,24,53
97066,KALYAN JN,CST-MUMBAI,24,53
97067,CST-MUMBAI,KALYAN JN,24,53
97068,KALYAN JN,CST-MUMBAI,24,53
97069,CST-MUMBAI,KALYAN JN,24,53
97070,KALYAN JN,CST-MUMBAI,24,53
97071,CST-MUMBAI,KALYAN JN,24,53
97072,KALYAN JN,DADAR,17,44
97073,THANE,KALYAN JN,8,20
97074,KALYAN JN,CST-MUMBAI,24,53
97075,CST-MUMBAI,KALYAN JN,24,53
97076,KALYAN JN,CST-MUMBAI,24,53
97077,KURLA,KALYAN JN,15,37
97078,KALYAN JN,CST-MUMBAI,24,53
97079,CST-MUMBAI,KALYAN JN,24,53
97080,KALYAN JN,CST-MUMBAI,24,53
97081,CST-MUMBAI,KALYAN JN,24,53
97082,KALYAN JN,CST-MUMBAI,24,53
97083,CST-MUMBAI,KALYAN JN,24,53
97084,KALYAN JN,CST-MUMBAI,24,53
97085,CST-MUMBAI,KALYAN JN,24,53
97086,KALYAN JN,THANE,8,20
97087,DADAR,KALYAN JN,17,44
97088,KALYAN JN,CST-MUMBAI,24,53
97089,CST-MUMBAI,KALYAN JN,24,53
97090,KALYAN JN,CST-MUMBAI,24,53
97091,CST-MUMBAI,KALYAN JN,24,53
97092,KALYAN JN,DADAR,17,44
97093,CST-MUMBAI,KALYAN JN,24,53
97094,KALYAN JN,THANE,8,20
97095,CST-MUMBAI,KALYAN JN,24,53
97096,KALYAN JN,CST-MUMBAI,24,53
97097,KURLA,KALYAN JN,15,37
97098,KALYAN JN,DADAR,17,44
97099,VIDYAVIHAR,KALYAN JN,14,35
97100,KALYAN JN,CST-MUMBAI,24,53
97101,CST-MUMBAI,KALYAN JN,24,53
97102,KALYAN JN,CST-MUMBAI,24,53
97103,CST-MUMBAI,KALYAN JN,24,53
97104,KALYAN JN,CST-MUMBAI,24,53
97105,CST-MUMBAI,KALYAN JN,24,53
97106,KALYAN JN,CST-MUMBAI,24,53
97107,DADAR,KALYAN JN,17,44
97108,KALYAN JN,CST-MUMBAI,24,53
97109,VIDYAVIHAR,KALYAN JN,14,35
97110,KALYAN JN,DADAR,17,44
97111,CST-MUMBAI,KALYAN JN,24,53
97112,KALYAN JN,CST-MUMBAI,24,53
97113,CST-MUMBAI,KALYAN JN,24,53
